"please read new policy on vendor deliveries front desk team effective monday january 23rd , 2017 , all vendor deliveries must check in at main service counter and sign in with the visitor log . all delivery persons should provide their first and last name , time of delivery and the name vendor they are delivering for . the deliveries themselves may still be completed using the side or back entrances , but they must sign in first before doing so . no exceptions . we have had some recent security issues that are related to these deliveries , and we want to ensure that we 're doing everything possible to keep our employees and company property safe . i appreciate your attention to this matter . if you have any questions , feel free to contact me thanks , mike keith@initech-corp.com , susan@initech-corp.com , trisha@initech-corp.com , gilbert@initech-corp.com none mike@initech-corp.com",POLICY,CONTACT
"vip contact information mary , remember your scheduled meeting with bob parker is coming up soon . it is imperative that you remember his contact information and credentials prior to conducting the interview . i have included all the necessary information below bob parker 555 fake street , apartment f fake city , fake state , 66666 senior adviser at susquehanna financial group . mary@initech-corp.com b.parkerresume.pdf mary@initech-corp.com",CONTACT,CONTACT
"announcement dear staff , we have new policy to forbid everyone from browsing any unrelated work matter via internet during work hours . thank you office@initech-corp.com none amy@initech-corp.com",POLICY,POLICY
contact details for maria from biology 101 maria is interested in doing a study group for the exams . mobile number 111-111-1111 office number 222-222-2222 usually free on wed/fri after 3 igor@initech-corp.com none igor@initech-corp.com,CONTACT,POLICY
remember this person ! hello self ! please remember that we talked to barbara ann beachy on tuesday the 5th of january . she 's the regional director of sales for merrick dog food and its very important that we remember her ! we need to keep in contact with her . preferably no later than next week ( january 10th or so ) . barbara ann beachy 's information email ( preferred ) bbannebabe@merrickiscool.com phone ( voicemail only ) 822-334-0012 have a grrrreat day ( and do n't forget ! ) mary@initech-corp.com none mary@initech-corp.com,CONTACT,CONTACT
"new policy change hello , there is a new change in policy on friday . as you all know , every friday has been casual friday . but since some of you have been abusing this , i 'm going to have to end it . hope this does n't offend you , thanks . billbillington@yahoo.com none amy@initech-corp.com",POLICY,POLICY
"annoucement new printing policy dear staff , i hope that everyone 's week is off to a great start ! as discussed at last week 's meetings , new policies regarding office printing will be in effect starting today . please look over the attached document for details on the policy changes . feel free to get in touch if you have any questions or comments regarding the new policy . thanks , mary *@initech-corp.com 2017printpolicy.pdf mary@initech-corp.com",POLICY,POLICY
"new policies hi all , we need to go over some parking policies . city street cleaners are saying that they do not have sufficient access to some parts of our parking lot because our employees have been parking in improper spots . please refrain from doing this and be mindful of where exactly you park . wayne@initech-corp.com ; tim@initech-corp.com ; sue@initech-corp.com ; jill@initech-corp.com none mike@initech-corp.com",POLICY,POLICY
"personal contact amy , this email is to keep o store information on the business contact david henry . his job title is director of sales at market nights inc. . his phone number is 555-467-0932 , he is knowledgeable on the sales and distribution of nights products . amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
"contact info to be added note to self to add this information to my business address book john brown sales rep xyz corp new york , ny -lrb-212-rrb-555-1212 john is a sales rep for xyz where we bought our last shipment of servers from . he gave us a great deal and i would like to try buying from him again in the next quarter . john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
"person contact memo to self please keep note of jamie 's contact information . he was very willing to help us out of that embarrassing jam earlier , and he also fixed the problem so that it does n't become a bigger issue later on . plus he 's very cute . his full name is jamie watterson , and he works in the customer relations department . make sure to call him tomorrow morning to check up on him and to tell him how things are going . mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
person contact reminder to myself that i need to personally keep note of a contact with a person i met today . this person is the head of the other branch office and is important . igot@initech-corp.com none igor@initech-corp.com,CONTACT,POLICY
policy change we are in the process of making some benefit and attendance changes and be on the lookout for a new handbook coming out soon.there will be a big change in the new book . initech-corp.com@initech-corp.com none mike@initech-corp.com,POLICY,POLICY
do n't forget to contact sam do n't forget to contact sam next tuesday about the contracting work to be done at home . you need to talk to him about the materials he will use and the paint colors . need invoice of the materials and labor before he starts . mary@initech-corp.com none mary@initech-corp.com,CONTACT,POLICY
"contact information make a note of the contact information on sarah jameson , 1213 main ave. , groves , tx 77619 , phone number 202-666-3334 . mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
contact reminder this is a reminder to yourself to put a person in your contact list for future reference . be sure not to forget later on . amy@initech-corp.com none amy@initech-corp.com,CONTACT,CONTACT
"[ notice ] sexual harassment training course everyone will be receiving messages similar to the attached item from adp about upcoming sexual harassment training courses . these courses are mandatory and each employee must complete the training by the eod on friday . in total , this should take around 30 minutes to complete . if you have already completed the training by the time you read this e-mail then no further action is required on your part . if you have not received these notifications from adp by wednesday , please let me know right away ! if you have any questions , please reply to hr@initech-corp.com staff@initech-corp.com sexualharassmenttrainingcourse_2017 . eml mary@initech-corp.com",POLICY,CONTACT
initech contact mike this is the contact for mike at initech corp. . he can help with purchase orders and troubleshooting . self@self.com none mike@initech-corp.com,CONTACT,CONTACT
"note to self-contact hello , this is a email to myself to remind myself that i have a contact named john doe . his number is 888 555 5555 . thanks , kevin john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
"clocking in hi everyone , i would like to thank everyone for coming in everyday and putting their best foot forward . our attendance rate has improved this quarter , which is greatly appreciated . the company has decided to role out a new program that requires all employees to clock in with their badge as soon as they arrive . i attached the new policy and training video for reference . please let me know if you have any questions or concerns . thanks again , igor greem bestteam@initech-corp.com clocking training video igor@initech-corp.com",POLICY,CONTACT
"pet de-stress friday policy hi everyone i am glad to announce that after some hard work and lobbying , we were able to secure the okay with management for pets in our building . ) starting this friday , feel free to bring your best furry ( or non-furry ) friend to work . studies show that people who are allowed to bring their best friend to work , show greater relaxation and higher productivity . woof ! mike mike@initech-corp.com petpolicy.file mike@initech-corp.com",POLICY,POLICY
"new safety policies hello a new document highlighting new policies regarding safety at work has been released this morning . i have attached the pdf document in this email . please have a look . all the best , igor officeemail@initech-corp.com safetypolicyupdated.pdf igor@initech-corp.com",POLICY,POLICY
"announcement work from home team , we 'll be enacting a flexible work from home policy for 2017 . see the attached document for the full process to take advantage of this new perk . staff@initech-corp.com work from home policy.docx mike@initech-corp.com",POLICY,POLICY
"summer 10am 10 minute break policy new all , there is a new bell that ring at 10 00 am for bathroom breaks it will reduce the fatiage of the workforce during the summer months also we will continue to provide water and gatorade as needed . all@initech-corp.com none amy@initech-corp.com",POLICY,POLICY
"new policy information . hello everyone , attached is the new office policy . everyone must read and agree to the terms . please print it out and sign it before returning page to human resources department . thank you . allemployees@initech-corp.com newofficepolicy.pdf igor@initech-corp.com",POLICY,POLICY
"dustin 's contact info dustin jacobs 34 years old , born on 4/25 met him on 1/15/17 at the coffee shop gave him my number and hoping he will call igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
"contact reminder be sure to add robert jones to your list of contacts , so that you can email him later about the proposal we came up with in the meeting last friday afternoon . john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
"new dress code policy hello all , in going over the office policies , i notice that my predecessor implemented a fairly strict dress code , even though the majority of our workers never interact with customers . i 've decided to relax the dress code requirements to make initech a more enjoyable place to work . employees who are interacting with clients will still be required to dress formally , but other employees will no longer be held to a formal dress code . they will still be held to the same standards as customers ( e. g. , you must wear a shirt ) and to safety standards ( e. g. , if you are working with heavy equipment , you must wear safety gear ) . for full details , see the attached file . these changes are effective immediately . mike office_mailing_list@initech-corp.com new_dress_code.docx mike@initech-corp.com",POLICY,POLICY
"new policy announcement to all , as per the meeting last week , the higher ups have finally approved the new flex time policy . as discussed , each employee will be entitled to 1 flex day per month . i have included the calendar for next month which will be the first month of the new policy . everyone pick your days and send me the final doc back so i can approve and post . thanks , john dept.staff@initech-corp.com monthly flextime schedule.doc john@initech-corp.com",POLICY,POLICY
"important person do n't forget about susan starter . she 's the head hunter at big max corp , the place you 've been trying to get a job at for months . you met her at a bar that does happy hour near big max , and you seemed to get along well . she gave you her business card and made sure you had both her office number and her cell number and told you to contact her soon about jobs . do it !!! mike@initech-corp.com none mike@initech-corp.com",CONTACT,CONTACT
"new department trade rules in effect starting tuesday hello everyone , as you know , management has revised company trading policy this past week . our legal department finalized the new trade rules that will be implemented starting next tuesday . i 've attached the new ruleset and department policy below . please familiarize yourselves with the documents at your earliest possible convenience . best , mary p.mills@initech-corp.com , d.johnson@initech-corp.com , b.hill@initech-corp.com , f.wagner@initech-corp.com newtradingpolicy.pdf mary@initech-corp.com",POLICY,POLICY
"contact remember samantha . married to frank , blonde and tall . has a face that looks mean . phone number 618-334-8762 . email samanthag@bankcorp.com mike@initech-corp.com none mike@initech-corp.com",CONTACT,CONTACT
"new policy . hello , this is a email regarding the new password reset policy we have put in place just last week . each person has to change their password if it is possible than 8 characters , includes a uppercase , lowercase , and a special character . everyone needs to change the password at the end of the month . this is effective immediately . thanks , john initech@initech-corp.com none john@initech-corp.com",POLICY,CONTACT
new office policy effective immediately all employees will be required to clock out from 10 am to 10 15 am for a mandatory mid morning break . this break will also happen again from 3 pm to 3 15 pm every day . thank you . employees@initech-corp.com none mary@initech-corp.com,POLICY,CONTACT
"taking dad to red sox game hi , just a friendly reminder to old absent-minded me that i got to go shopping online soon to get tickets for my dad raymond to go see the red sox play the yankees . my dad is in his 70 ` s now and i would love to take him to fenway park . he is a big fan of david price the pitcher , so i love to make sure the tickets i buy will be to see david pitch . also , i should order a red sox cap as well because the sun can get hot out there . ca n`t wait to buy them and surprise dad ! myself none amy@initech-corp.com",POLICY,CONTACT
keep note of a person be sure to keep this person close . they will help you out when needed . you will need to contact them for help on your job as well as being a close friend . they will have the info that you requested yesterday at the meeting . but hold them close as it will benefit both of you in the near future . rowdyrivett@yahoo.com none igor@initech-corp.com,CONTACT,POLICY
"reminder hey , do n't forget to keep note of this person 's contact ! it is important for a thing that you will be doing in the soon future . john@initech-corp.com none john@initech-corp.com",CONTACT,POLICY
"sammyjo 's contact info hey me , this is you , sending yourself a memo so i do n't forget sammyjo 's contact info * phone 555-888-4321 * email sammyjo@vmail.com do n't ever forget how awesome you are ! your biggest fan , me igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
"contact info for peter parker hey self , this is just a reminder of for contact info for peter parker , daily bugle correspondent . contact info is as follows peter parker 1234 spiderman ln . new york , ny 10048 peterparker@dailybugle.net -lrb-518-rrb-123-456 happydaze4u@outlook.com none amy@initech-corp.com",CONTACT,CONTACT
person contact reminder remember to keep steve smith 's personal contact information . file it under personal contacts . possibly keep a hard copy of the information or back it up to a flash drive . john@initech-corp.com none john@initech-corp.com,CONTACT,CONTACT
"remember just emailing you to make sure you remember to add ben 's name to your phone . this is a very good person to know , so please do n't be stupid and neglect to take down his number . since you will probably forget , i made a reminder on your alarm as well . mike@initech-corp.com ben contact information mike@initech-corp.com",CONTACT,CONTACT
"2017 preview good afternoon mr. claus , i see you have been busy using your vacation time very wisely . this is obvious by all the pictures you have been sharing on facebook ! i see we will have a fish fry when you return . even though we just wrapped up the 2016 holiday season , we at headquarters are busy preparing our previews for the next season . as you know , it takes alot of planning and preperations to have christmas run so smoothly as we have in our entire history . it looks like we have many new arrivals to our lists , which means your assistants have been busy out there watching their behaviors . with the new leader in office in the united states , we are forcasting some naughty behavior due to his encouragement , but we still hold the same criteria . there is going to be an increase of technology growth as well , which may have us jumping around at the last minute , but we have scheduled accordingly to meet those needs . see you when you are done with your trip ! best regards , angel sclaus@northpole.com none igor@initech-corp.com",CONTACT,POLICY
"please read new policy good morning all , everyone needs to be aware of the new policy regarding stylistic choices in emails . this is coming directly from vp greg carlssen , so make sure everyone sees this ! i 've attached the new policy but i 'll highlight a few important points below . 1 . always refer to clients as ms or mr. do not refer to clients as any of the following madam , sir , mrs , missus if a client does not have a binary gender please contact hr to know the steps to follow . 2 . end each email with a wink and a smile . example thank you for your time , jenn madri ;-rrb- we need to put that personal feel on each email ! 3 . never attach zipped files to emails outside the company ! this exposes our servers to dangerous elements so this is vital ! again , please familiarize yourself with the entire policy document attached and contact me or your manager if you have any questions . managers , make sure your staff understands and follows the new policy . vp greg carlssen will be personally checking to make sure the policy is being adhered to ! have a wonderful monday , mary henders ;-rrb- @officeemployeessouthdivision emailpolicy.docx mary@initech-corp.com",POLICY,CONTACT
"new hr policy - read and respond hello , hr has updated their policies . attached is the newest policy , please read and reply to this email confirming you have read it . i need this done no later than friday . thank you , mr. mike sam@initech-corp.com ; susan@initech-corp.com ; bill@initech-corp.com hr police new jan 17 mike@initech-corp.com",POLICY,POLICY
"policy change hello all . there has been a recent policy change to the dress code . unfortunately , casual friday will no longer be allowed . please keep your business best all work days . thank you . mike@initech-corp.com none mike@initech-corp.com",POLICY,CONTACT
"reminder note to self , the meeting with jack g today included an agreement that we will add the `` yellow highlighter '' feature for businesses in the orlando yellow pages beginning with the next issue . pricing will be on schedule c. mike@initech-corp.com none mike@initech-corp.com",CONTACT,POLICY
info to self ( add new contact ) remember to add email address for sam kolmer which is as follows . sam@primatech-org.buz.com . save in contacts on email account as well as mobile phone contacts . phone number is -lrb-932-rrb-874-0258 . mary@initech-corp.com n/a mary@initech-corp.com,CONTACT,CONTACT
"company policy update attention , floor workers are no longer allowed to wear clothing that obscure store uniforms and nametags . everyone@intech-corp.com none john@initech-corp.com",POLICY,POLICY
"policy change as of next monday , we will start coming into work every day a half hour later than normal . i think having an extra half hour to sleep will do us all good ! all@initech-corp.com new_time_schedule.pdf igor@initech-corp.com",POLICY,CONTACT
"announcement ! hey everyone , as of today we have a new policy for new hires . they must complete all required training within 2 months of being hired ! everyone in the office none john@initech-corp.com",POLICY,POLICY
work policy this is to inform all the employee 's of the new work policy that goes into effect tomorrow . it is ital that all of you are up to date on the wording as it will be crucial to our daily goals . plz be aware of the changes that effect your department personally . thank you and have a blessed day . rowdyrivett@yahoo.com none igor@initech-corp.com,POLICY,POLICY
"new policy so we have updated the policy list as of this morning , and would like everyone to check it out on our main website . in addition to this , can everyone please stop making fun of arnold 's outdated 2 strap dad sandles . we all know we can see his toes sticking out , i have to endure it just as much as you guys ! everyoneinoffice@initech-corp.com policy.pdf mike@initech-corp.com",POLICY,POLICY
intech contact e-mailing self to keep contact on file . remember to update address book and add to list on contacts on computer . mary@initech-corp.com none mary@initech-corp.com,CONTACT,CONTACT
"new policy dear staff , corporate has just implemented the restriction of `` casual friday '' . starting next week , tank tops , shorts , flip-flops , and other beach wear is no longer allowed in this business setting . please comply with this change , as we will have spot checks from officials making sure we 're upholding corporate 's new policy . thanks for your attention to this matter . sincerely , john employee-mailing-list@initech-corp.com , manager-mailing-list@initech-corp.com none john@initech-corp.com",POLICY,POLICY
"john doe contact john doe 123 abc st. mycity , state 99999 office 555-555-5555 cell 777-777-7777 met at the conference on 1/19/17 . good contact for potential new job . dark hair , blue eyes , likes surfing . igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
reminder note to myself make note of contact i just met at a business meeting . his name is jason wu . his phone number is 467-357-4689 and email is jason.wu@initech-corp.com - j amy@initech-corp.com none amy@initech-corp.com,CONTACT,CONTACT
"dean baquet , executive editor , new york times - contact info . email contact address for dean baquet public@nytimes.com 1 -lrb-800-rrb- 698-4637 620 eighth avenue , new york , ny , 10018 amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
"new policy hello everyone , i just wanted to briefly discuss a new policy that will go into effect today . again , this is brief , and more details will be provided tonight at the staff meeting . effective 1/20/2017 smoking will no longer be permitted in the break area . see you all this evening ! - mary general@initech-corp.com none mary@initech-corp.com",POLICY,POLICY
"attn all employees dear fellow employees of initech , starting monday january 23rd , it will be strongly against company policy to have any kind of mobile device on while in this establishment . you are free to have your device on your person , but it must be off . any person or persons found with a device on will be terminated indefinitely . i thank you all in advance for understanding . if you would like to review more regarding this policy change there will be an attachment below . again , thank you for your cooperation on this matter . mandymoore@initech-corp.com , margetkohl@initech-corp , bartjoe@initech-corp.com , xavierkane@initech-corp.com policy45-8722.pdf mary@initech-corp.com",POLICY,CONTACT
"contact for bob this is the information for bob jones to contact him after meeting him at the paper industry trade show today . bob jones 214 elm st. greensboro , north carolina 27401 phone 336-338-9875 email bobjones999@gmail.com mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
"important policy change to all staff a change has been made to the dress code policy and will go into effect next month . please review the attached document . if there are any questions or concerns , please feel free to see me . my best , amy staff@wriggley.com dress_code_policy_update.pdf igor@initech-corp.com",POLICY,POLICY
"contact info bob 's email bobster101@aol.com office phone -lrb-321-rrb- 456-1234 cell -lrb-456-rrb- 789-1234 home address 123 w. south street macon alabama 67894 bday 01/12/1998 work anniversaty 03/03 copied this from joe 's computer , so if anything is wrong , blame joe . 01/20/2017 mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
"new holiday policy good afternoon , as you may have heard , our yearly revenue has far exceeded the investor 's expectations , and it is all thanks to you , our excellent employees . as a thank you , we will be giving you your birthday off as a paid holiday . if your birthday lands on a weekend , you can take the preceding friday off . the policy will go into effect jan. 1st . more details can be found in the attachment . thanks for all your hard work , igor ceo , initech corp. all@initech-corp.com updated-holidays.pdf igor@initech-corp.com",POLICY,CONTACT
"new break room policy to all 3rd department office employees from now on , when you leave the break room , you must clean up any food you 've brought with you . we are getting too many complaints from the other departments that 3rd department office employees leave their foodstuffs everywhere in the break room after having their lunch , which invites pests . failure to follow this policy will result in revocation of break room privileges . thank you for understanding . from management all 3rd department office employees , cc employees@workcompany . com none mary@initech-corp.com",POLICY,POLICY
"attention all staff - policy change effective 1/1/17 staff , following recent hr discussions , new policy has been established regarding paid time off ( pto ) usage . this new policy will be effective on 1/1/17 . effective 1/1/17 , any unused , banked pto remaining at the end of the year ( 2016 ) will be forfeited . please be sure you keep in contact with your immediate supervisor to ensure that you are able to use the time off that you have earned . please let me know if you have any questions . amy staff@initech-corp.com none amy@initech-corp.com",POLICY,POLICY
"danny dinkle i just met danny dinkle for the first time today ... interesting guy . talked a lot about the future of our organization and what we can do to save it . . i got his card , he seemed very inviting . do n't forget to touch base with him next week . mike@initech-corp.com none mike@initech-corp.com",CONTACT,POLICY
"please be advised hello , all please be advised that effective immediately , our cleaning service will only be coming once a week . therefore , it is important that we place our own coffee cups in the dishwasher ( or wash them ourselves ) , vacuum up any hole punch catastrophes , and refrain from leaving crumbs on the floor . the last thing our clients need to see is our rodents and potluck leftovers . garbage bags , dish rags , windex , and other supplies are located in the break-room closet . let me know if there 's anything you 'd like me to pick up to make this easier on anyone . thanks , bob office@mycorporation.com none mary@initech-corp.com",POLICY,POLICY
"personal contact information . igor , you need to remember that the personal contact name is jojo strabinski corporation for public nudity 1100 s 30th st new york , ny 10032 . please remember this one . igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
"new attendance policy hello everyone , there will be a change in the attendance starting at the first of february , 2017 . in the future , all vacation time off will need to be asked for and approved a minimum of fourteen days in advance . any time off that does n't fit into this category will come from personal or sick time that has accrued . thanks mary employeelist@initech-corp.com newvacatioinpolicy.pdf mary@initech-corp.com",POLICY,POLICY
"policy announcement hello staff , i 'm writing to inform you of a new policy within the office . we are no longer discussing anything related to politics with our clients . this means nothing related to local elections , a bill that is being debated , what melania wore to an event , etc. . this is important to maintaining the relationship with the clients . sometimes they have opposing political views from us and we do not wish to create drama or controversy . if you are found to be discussing political issues or current events regarding politics with the client you will be put on probation . thanks for your understanding , - j all none amy@initech-corp.com",POLICY,POLICY
regarding plastic cups attention ! please note that all plastic cups are to be used by customers only . employees are to use only cone cups for water breaks . this is an automated message . please do not respond . main@initech-corp.com none mike@initech-corp.com,POLICY,POLICY
"very important contact note to myself please , please , please.do not loose this person contact.it is very important i keep this contact.it is top priority.you must read this message and follow the instruction.read this email and obey it at all cost.the fact that i have to write an email to myself indicates the importance of the task amy@initech-corp.com none amy@initech-corp.com",CONTACT,POLICY
"lydia allen info lydia allen 214-370-1111 123 broad st grand town , tx 76958 lydia is the person that we rent large equipment through . mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
"new dress code dear all , please see the attached document regarding the new and enhanced dress code for our department . my meeting with jojo 's corporation has inspired me to institute new and improved rules regarding the daily dress of my employees . grouplist.initech@initech-corp.com updated dresscode.doc igor@initech-corp.com",POLICY,POLICY
"after hours access starting a five o'clock friday , access to the building after hours will be using our new card key system . be sure to get your card key from hr in room 305 before close of business friday . mike officelist@initech-corp.com none mike@initech-corp.com",POLICY,CONTACT
"effective immediately - read now starting immediately , lunches must be taken between the hours of 11 am and 2 pm . if you have a reason to take your lunch outside of these hours , you must have a mangers approval . we are seeing too many people waiting to take their lunch the last hour of their shift . this is not acceptable . if you do not take your lunch between the given hours , you will be subject to disciplinary action . everyone@initech-corp.com none mary@initech-corp.com",POLICY,CONTACT
"save this contact just a note to myself to save the contact info for jane smith 123 sandy way , ste 456 san francisco , ca 94012 -lrb-415-rrb- 269-6574 amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
llllllllllllllll llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllll none igor@initech-corp.com,CONTACT,CONTACT
llllllll lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll llllllllllll none igor@initech-corp.com,POLICY,CONTACT
"remember contact hello me , just writing a note to make sure i remember to add this person to contacts when i get the chance . their email is twiliightroadkhiii@gmail.com . thanks future me . igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
"person contact you met betty page at the party last night . her email address is betty@page.com , and her phone number is -lrb-800-rrb- 454-4545 igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
parking i am to fat to walk can you pleas make spaces for fat people ? my legs are burning all the time . so can you make them closer to the door ? aps@hsn.com fat.jpg igor@initech-corp.com,CONTACT,POLICY
"gum recently we 've had some problems with people chewing gum around customers . it looks kind of bad and i feel it leaves a bad image . it 's small , but i think it 's something we need to stop . twilightroadkhiii@gmail.com none igor@initech-corp.com",POLICY,POLICY
my son my son is the greatest son in the world and i would like for you to include him in your show . he is very talented and i love him so much youi@ajs.com none amy@initech-corp.com,CONTACT,POLICY
"policy announcement hello staff , please be advised that effective 1/1/2017 , you must use the time clock by the front door to record your time into and out of the office . please see sharon if you need a replacement time card . thank you for your attention , igor allstaff@initech-corp.com none igor@initech-corp.com",POLICY,CONTACT
"new policy - time off requests this email is to announce a slight change in our time off policy . previously we allowed an email okay to be good enough for time off requests . however , there has been some confusion using this system , so we 're going to need to make it a little more formal . you can still request and receive time off via email , but now you must follow it up by filling out the new time off form ( attached ) and having your manager sign it . both you and your manager should keep a copy for your records . that way it is crystal clear to both parties exactly what is being approved . please see me if you have any questions on this policy . it will also be in the updated hr policy manual soon . thanks , amy all@initech-corp.com timeoffform.doc amy@initech-corp.com",POLICY,CONTACT
remember i need to remember john and his phone number . when you come in first thing you need to setup his contact in outlook and also export it to google contacts so that it travels with you . add his phone and email . mary@initech-corp.com none mary@initech-corp.com,CONTACT,CONTACT
"dan 's contact info dan brown 8789 main street apt . # 78 detroit , mi 48222 phone ( land ) 313-827-7262 phone ( cell ) 313-617-7262 email jkljkljkl889@iujoiau.com john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
new office rules team - effective monday morning we no longer will be wearing casual summer clothes to the office . you must dress business casual and failure to adhere to this policy will not result in termination ; rather you will be forced to work saturdays . any questions ? talk to me . office58@initech-corp.com none mary@initech-corp.com,POLICY,POLICY
policy what do i have to come to work with gear on . i do not work in the department that uses gear . please re evaluate this new rule . hsjah@hsj.com none igor@initech-corp.com,POLICY,POLICY
"contact information for john smith file this e-mail in personal folder for future reference john smith 1825 tahoe street denver , co 80210-1208 303-845-1298 john.smith@gmail.com sales representative at network solutions amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
hr@got.com i am writing to tell you that i will put in my 2 week notice . i can not work 7 days a week . i have kids a and family that needs me you.you.com kids.jpg amy@initech-corp.com,POLICY,POLICY
"contact info person@person.com lastname , firstname keep this person on contact file ! very important . will need in the future . mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
"contact info john smith the contact info of john smith the new intern . met him today friday , blonde haired 20-something guy . mike@initech-corp.com contact info john smith.pdf mike@initech-corp.com",CONTACT,CONTACT
"new project funding policy for 2017 team , i wanted to let you know that i have implemented a new policy in 2017 for obtaining funding for new projects . each friday , we will hold a review board for sponsors to present their proposed new projects . the review board members will then vote and the new project will either be approved or rejected . additional details are in the attached powerpoint presentation . thanks , amy amy_direct_reports@initech-corp.com new_project_funding_policy_2017.ppt amy@initech-corp.com",POLICY,POLICY
"new policy regarding parking hello everyone , here is the new parking policy 1 . from now on , lot b employees have to move to lot c. 2 . no parking after 8 00 pm in any of the parking lots . i hope it clarifies everything about new parking policy . let me know if you have any questions . best , john toall@initech-corp.com none john@initech-corp.com",POLICY,POLICY
"note to self this is an e-mail to keep note of my colleagues personal contact information . name john churchhill phone number ( 914 ) -590-5603 . location new york , ny attached document to make it clearer . mike@initech-corp.com johnc.docx mike@initech-corp.com",CONTACT,CONTACT
new policy please be aware of our new policy about recycling all employees must recycle their appropriate garbage in the lunch room starting monday . thanks ! everyone@initech-corp.com none mary@initech-corp.com,POLICY,CONTACT
"david 's contact info david thompson 4321 center ln . san francisco , ca 94145 650-421-3258 dt@yahoo.com david is only available on weekdays from 5 pm to 8 pm . igor@initech-corp.com none igor@initech-corp.com",CONTACT,CONTACT
"contact to me please add to my contacts mr. charles nelson , phone number 617-567-9203 email charles.nelson@gmail.com thanks amy amy@intech-corp.ccom charlesnelson amy@initech-corp.com",CONTACT,CONTACT
"[ reminder ] key personal contact hello me - this is a reminder email to make sure that you do n't lose track of the contact information for samir nagheenanajar . phone -lrb-408-rrb- 260-2600 personal email supersamir76@gmail.com samir is that really talented software engineer that you met today , who really seems to knows his stuff ... if initech ever goes under , and i end up somewhere else , i 'll win major brownie points by recruiting samir ( and possibly his buddy michael ) . john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
"note of new friend donald so i met this really cool person today , his name is donald . his phone number is 484-728-3382 . his email is dc9283@gmail.com . we were going to go meet for coffee later next week , and he lives in chester county . he is a good business contact to have . john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
office announcement . new policies . here is the announcement . can you send it out to everybody in the office . send it out as soon as possible . hr@initech-corp.com announcement.pdf mike@initech-corp.com,POLICY,POLICY
"kitchen is unavailable until february 4th good morning everyone , i just wanted everyone to know that the kitchen will not be available until february 4th at the earliest . a water pipe burst and we have a plumber coming in tonight to take a look at it . please go down to the second floor and use that kitchen if needed . thank you , the management announcement@initech-corp.com none igor@initech-corp.com",POLICY,CONTACT
new policy effective immediately dear all effective immediately all lunch breaks are to be 30 minutes only . we need to maintain this policy as we need to adhere to our strict schedules . please refrain from taking longer lunches as we will be watching all of you and taking note of employees that go over 30 minutes . thank you for your attention to this matter amy all@initech-corp.com none amy@initech-corp.com,POLICY,CONTACT
"new dress code policy we are no longer allowed to wear business casual attire to the office . the company requests you please wear a button down shirt , tie , and black belt . the belt must be black ! please no sneakers , dress shoes only . preferably black . khakis or black slacks are acceptable , jeans are not . if you wear sandals you will be written up . mark83@initech-corp.com , jane47@initech-corp.com , mary83@initech-corp.com , sally223@initech-corp.com , mike22@initech-corp.com updateddresscodepolicy.pdf john@initech-corp.com",POLICY,POLICY
"updated dress code policy hello all - this email is a reminder that we have recently implemented a revised office space dress code . outside of ` casual fridays ' office policy requires that all employees must be wearing ` business casual ' attire . recently , employees had been observed wearing jeans and hawaiian shirts to work , on non-friday workdays . to reiterate , this is a violation of initech corporate dress code , and violations will be met with a verbal warning . thank you for you cooperation ! best , john list-all@initech-corp.com none john@initech-corp.com",POLICY,POLICY
"already submitted hit , bug already submitted hit , bugalready submitted hit , bugalready submitted hit , bugalready submitted hit , bugalready submitted hit , bugalready submitted hit , bugalready submitted hit , bugalready submitted hit , bug already submitted hit , bug none john@initech-corp.com",CONTACT,POLICY
